assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
85926819,45100023,Phasianus colchicus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Phasianus,colchicus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
85946855,22679839,Cygnus olor,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,olor,,,,"(Gmelin, 1789)",Least Concern,,3.1,Increasing,Global
85965262,22679856,Cygnus cygnus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,cygnus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
85978254,22679872,Anser brachyrhynchus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,brachyrhynchus,,,,"Baillon, 1834",Least Concern,,3.1,Increasing,Global
85991357,22680465,Mergellus albellus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mergellus,albellus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
86013549,22680391,Aythya fuligula,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,fuligula,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
86016410,22680313,Spatula querquedula,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Spatula,querquedula,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
86020572,22680149,Mareca strepera,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mareca,strepera,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
86111691,22686800,Apus apus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,apus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
86147127,22692543,Crex crex,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Crex,crex,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
86219168,22692146,Grus grus,ANIMALIA,CHORDATA,GRUIFORMES,AVES,GRUIDAE,Grus,grus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
86473701,62774969,Egretta garzetta,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Egretta,garzetta,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Increasing,Global
86551440,22693727,Pluvialis apricaria,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Pluvialis,apricaria,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
86574443,22693906,Eudromias morinellus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Eudromias,morinellus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
86591264,22693468,Calidris pugnax,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,pugnax,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
86630671,22693085,Gallinago stenura,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Gallinago,stenura,,,,"(Bonaparte, 1830)",Least Concern,,3.1,Unknown,Global
86640472,22693133,Lymnocryptes minimus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Lymnocryptes,minimus,,,,"(Brünnich, 1764)",Least Concern,,3.1,Stable,Global
86678952,22693264,Actitis hypoleucos,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Actitis,hypoleucos,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
86680632,22693243,Tringa ochropus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,ochropus,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Global
86682083,22693207,Tringa erythropus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,erythropus,,,,"(Pallas, 1764)",Least Concern,,3.1,Stable,Global
86684205,22693220,Tringa nebularia,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,nebularia,,,,"(Gunnerus, 1767)",Least Concern,,3.1,Stable,Global
86687799,22693211,Tringa totanus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,totanus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
86689640,22693247,Tringa glareola,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,glareola,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
86691256,22693216,Tringa stagnatilis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,stagnatilis,,,,"(Bechstein, 1803)",Least Concern,,3.1,Decreasing,Global
86772583,22694782,Chlidonias leucopterus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Chlidonias,leucopterus,,,,"(Temminck, 1815)",Least Concern,,3.1,Stable,Global
87304270,22727137,Picoides tridactylus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picoides,tridactylus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
87323054,22681124,Dendrocopos major,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dendrocopos,major,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
87399543,22708146,Bombycilla garrulus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,BOMBYCILLIDAE,Bombycilla,garrulus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
87424950,22711750,Poecile cinctus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,cinctus,,,,"(Boddaert, 1783)",Least Concern,,3.1,Decreasing,Global
87673832,103845882,Phylloscopus borealis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,borealis,,,,"(Blasius, 1858)",Least Concern,,3.1,Increasing,Global
87886433,22709701,Calliope calliope,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MUSCICAPIDAE,Calliope,calliope,,,,"(Pallas, 1776)",Least Concern,,3.1,Stable,Global
87892860,105294257,Tarsiger cyanurus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MUSCICAPIDAE,Tarsiger,cyanurus,,,,"(Pallas, 1773)",Least Concern,,3.1,Stable,Global
88191672,22718550,Anthus hodgsoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Anthus,hodgsoni,,,,"Richmond, 1907",Least Concern,,3.1,Stable,Global
89345729,22721043,Plectrophenax nivalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CALCARIIDAE,Plectrophenax,nivalis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
89520690,22679460,Lagopus lagopus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,lagopus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
89641304,22720960,Emberiza rustica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,rustica,,,,"Pallas, 1776",Vulnerable,A2abcd+3bcd+4abcd,3.1,Decreasing,Global
89644875,22679862,Cygnus columbianus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,columbianus,,,,"(Ord, 1815)",Least Concern,,3.1,Unknown,Global
92814454,22679435,Pavo cristatus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Pavo,cristatus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
92816586,22679503,Centrocercus urophasianus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Centrocercus,urophasianus,,,,"(Bonaparte, 1827)",Near Threatened,A2bcd+3bcd+4bcd,3.1,Decreasing,Global
92827620,22679746,Dendrocygna bicolor,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Dendrocygna,bicolor,,,,"(Vieillot, 1816)",Least Concern,,3.1,Decreasing,Global
92882402,22680853,Melanerpes uropygialis,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Melanerpes,uropygialis,,,,"(Baird, 1854)",Least Concern,,3.1,Stable,Global
92883010,22680862,Melanerpes aurifrons,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Melanerpes,aurifrons,,,,"(Wagler, 1829)",Least Concern,,3.1,Stable,Global
92883427,22680868,Sphyrapicus varius,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Sphyrapicus,varius,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
92894366,22681149,Dryobates nuttallii,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dryobates,nuttallii,,,,"(Gambel, 1843)",Least Concern,,3.1,Increasing,Global
92894756,22681155,Dryobates pubescens,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dryobates,pubescens,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
92895670,22681169,Leuconotopicus albolarvatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Leuconotopicus,albolarvatus,,,,"(Cassin, 1850)",Least Concern,,3.1,Stable,Global
92895828,22681181,Picoides arcticus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picoides,arcticus,,,,"(Swainson, 1832)",Least Concern,,3.1,Stable,Global
92900551,22681290,Colaptes chrysoides,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Colaptes,chrysoides,,,,"(Malherbe, 1852)",Least Concern,,3.1,Decreasing,Global
92903232,22681363,Hylatomus pileatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Hylatomus,pileatus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
93203659,22688637,Psiloscops flammeolus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Psiloscops,flammeolus,,,,"(Kaup, 1853)",Least Concern,,3.1,Decreasing,Global
93208062,22688766,Megascops trichopsis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Megascops,trichopsis,,,,"(Wagler, 1832)",Least Concern,,3.1,Increasing,Global
93227732,22689353,Athene cunicularia,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Athene,cunicularia,,,,"(Molina, 1782)",Least Concern,,3.1,Decreasing,Global
93284564,22690708,Geopelia striata,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Geopelia,striata,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
93287355,22690762,Columbina inca,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columbina,inca,,,,"(Lesson, 1847)",Least Concern,,3.1,Increasing,Global
93339530,22692174,Aramus guarauna,ANIMALIA,CHORDATA,GRUIFORMES,AVES,ARAMIDAE,Aramus,guarauna,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
93364011,22692684,Porzana carolina,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porzana,carolina,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
93371309,22692827,Porphyrio martinicus,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porphyrio,martinicus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
93371738,22692848,Porphyrio flavirostris,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porphyrio,flavirostris,,,,"(Gmelin, 1789)",Least Concern,,3.1,Unknown,Global
93390204,22693195,Numenius americanus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,americanus,,,,"Bechstein, 1812",Least Concern,,3.1,Decreasing,Global
93401907,22693383,Calidris ruficollis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,ruficollis,,,,"(Pallas, 1776)",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Global
93416407,22693644,Haematopus palliatus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,HAEMATOPODIDAE,Haematopus,palliatus,,,,"Temminck, 1820",Least Concern,,3.1,Stable,Global
93421931,22693774,Charadrius wilsonia,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Charadrius,wilsonia,,,,"Ord, 1814",Least Concern,,3.1,Decreasing,Global
93442996,22694256,Rynchops niger,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Rynchops,niger,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
93484824,22695017,Elanoides forficatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Elanoides,forficatus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
93486216,22695036,Elanus leucurus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ELANIDAE,Elanus,leucurus,,,,"(Vieillot, 1818)",Least Concern,,3.1,Increasing,Global
93531542,22695883,Buteo lineatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,lineatus,,,,"(Gmelin, 1788)",Least Concern,,3.1,Increasing,Global
93533217,22695903,Buteo swainsoni,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,swainsoni,,,,"Bonaparte, 1838",Least Concern,,3.1,Stable,Global
93559037,22696395,Falco sparverius,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,sparverius,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
93568930,22696504,Falco mexicanus,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,mexicanus,,,,"Schlegel, 1850",Least Concern,,3.1,Increasing,Global
93575258,22696634,Aechmophorus clarkii,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Aechmophorus,clarkii,,,,"(Lawrence, 1858)",Least Concern,,3.1,Decreasing,Global
93581588,22696702,Anhinga anhinga,ANIMALIA,CHORDATA,SULIFORMES,AVES,ANHINGIDAE,Anhinga,anhinga,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
93594077,22696931,Egretta tricolor,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Egretta,tricolor,,,,"(Müller, 1776)",Least Concern,,3.1,Stable,Global
93595536,22696974,Egretta thula,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Egretta,thula,,,,"(Molina, 1782)",Least Concern,,3.1,Increasing,Global
93596047,22696977,Egretta eulophotes,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Egretta,eulophotes,,,,"(Swinhoe, 1860)",Vulnerable,C2a(i),3.1,Decreasing,Global
93607413,22697314,Ixobrychus exilis,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Ixobrychus,exilis,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
93609388,22697340,Botaurus lentiginosus,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Botaurus,lentiginosus,,,,"(Rackett, 1813)",Least Concern,,3.1,Decreasing,Global
93612751,22697415,Eudocimus ruber,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,THRESKIORNITHIDAE,Eudocimus,ruber,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
93613243,22697426,Plegadis chihi,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,THRESKIORNITHIDAE,Plegadis,chihi,,,,"(Vieillot, 1817)",Least Concern,,3.1,Increasing,Global
93621961,22697574,Platalea ajaja,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,THRESKIORNITHIDAE,Platalea,ajaja,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
93624242,22697611,Pelecanus erythrorhynchos,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,PELECANIDAE,Pelecanus,erythrorhynchos,,,,"Gmelin, 1789",Least Concern,,3.1,Increasing,Global
93624950,22697624,Coragyps atratus,ANIMALIA,CHORDATA,CATHARTIFORMES,AVES,CATHARTIDAE,Coragyps,atratus,,,,"(Bechstein, 1783)",Least Concern,,3.1,Increasing,Global
93627312,22697648,Mycteria americana,ANIMALIA,CHORDATA,CICONIIFORMES,AVES,CICONIIDAE,Mycteria,americana,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
93776022,22700436,Myiarchus tyrannulus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Myiarchus,tyrannulus,,,,"(Müller, 1776)",Least Concern,,3.1,Increasing,Global
93780761,22700503,Tyrannus savana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Tyrannus,savana,,,,"Vieillot, 1808",Least Concern,,3.1,Stable,Global
94027257,22705611,Cyanocitta cristata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocitta,cristata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
94044793,22705986,Corvus caurinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,caurinus,,,,"Baird, 1858",Least Concern,,3.1,Increasing,Global
94045235,22705993,Corvus ossifragus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,ossifragus,,,,"Wilson, 1812",Least Concern,,3.1,Increasing,Global
94048187,22706052,Corvus hawaiiensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,hawaiiensis,,,,"Peale, 1848",Extinct in the Wild,,3.1,,Global
94048555,22706055,Corvus cryptoleucus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,cryptoleucus,,,,"Couch, 1854",Least Concern,,3.1,Stable,Global
94177211,22708793,Turdus obscurus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Turdus,obscurus,,,,"Gmelin, 1789",Least Concern,,3.1,Unknown,Global
94272855,22711013,Dumetella carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Dumetella,carolinensis,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94277324,22711096,Oreoscoptes montanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Oreoscoptes,montanus,,,,"(Townsend, 1837)",Least Concern,,3.1,Decreasing,Global
94277500,22711099,Toxostoma rufum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Toxostoma,rufum,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
94277731,22711102,Toxostoma longirostre,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Toxostoma,longirostre,,,,"(Lafresnaye, 1838)",Least Concern,,3.1,Increasing,Global
94279222,22711124,Toxostoma redivivum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Toxostoma,redivivum,,,,"(Gambel, 1845)",Least Concern,,3.1,Decreasing,Global
94279394,22711127,Toxostoma crissale,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Toxostoma,crissale,,,,"Henry, 1858",Least Concern,,3.1,Stable,Global
94282038,22711170,Sitta pygmaea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SITTIDAE,Sitta,pygmaea,,,,"Vigors, 1839",Least Concern,,3.1,Increasing,Global
94282209,103881613,Sitta pusilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SITTIDAE,Sitta,pusilla,,,,"Latham, 1790",Least Concern,,3.1,Decreasing,Global
94283783,22711202,Sitta carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SITTIDAE,Sitta,carolinensis,,,,"Latham, 1790",Least Concern,,3.1,Increasing,Global
94302237,22711581,Polioptila caerulea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,POLIOPTILIDAE,Polioptila,caerulea,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Increasing,Global
94306849,22711708,Poecile carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,carolinensis,,,,"(Audubon, 1834)",Least Concern,,3.1,Stable,Global
94307879,22711759,Poecile hudsonicus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,hudsonicus,,,,"(Forster, 1772)",Least Concern,,3.1,Decreasing,Global
94308055,22711767,Poecile rufescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,rufescens,,,,"(Townsend, 1837)",Least Concern,,3.1,Increasing,Global
94313749,22711969,Baeolophus wollweberi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Baeolophus,wollweberi,,,,"(Bonaparte, 1850)",Least Concern,,3.1,Stable,Global
94314102,22711983,Baeolophus bicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Baeolophus,bicolor,,,,"Linnaeus, 1766",Least Concern,,3.1,Increasing,Global
94316797,22712057,Tachycineta bicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Tachycineta,bicolor,,,,"(Vieillot, 1808)",Least Concern,,3.1,Stable,Global
94319217,22712098,Progne subis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Progne,subis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
94333165,22712427,Petrochelidon pyrrhonota,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Petrochelidon,pyrrhonota,,,,"Vieillot, 1817",Least Concern,,3.1,Increasing,Global
94423719,22714669,Helopsaltes ochotensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Helopsaltes,ochotensis,,,,"(Middendorff, 1853)",Least Concern,,3.1,Decreasing,Global
94445738,22715264,Phylloscopus fuscatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,fuscatus,,,,"(Blyth, 1842)",Least Concern,,3.1,Stable,Global
94646304,22719821,Lonchura punctulata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,punctulata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
94666039,22720359,Spinus pinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,pinus,,,,"(Wilson, 1810)",Least Concern,,3.1,Stable,Global
94669207,22720407,Spinus tristis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,tristis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
94669753,22720413,Spinus lawrencei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,lawrencei,,,,"(Cassin, 1852)",Least Concern,,3.1,Decreasing,Global
94672558,22720553,Haemorhous purpureus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Haemorhous,purpureus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
94685115,22720827,Paroreomyza maculata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Paroreomyza,maculata,,,,"(Cabanis, 1850)",Critically Endangered,D,3.1,Unknown,Global
94767173,22722456,Piranga rubra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Piranga,rubra,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
94767758,22722466,Piranga olivacea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Piranga,olivacea,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
94768218,22722471,Piranga ludoviciana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Piranga,ludoviciana,,,,"(Wilson, 1811)",Least Concern,,3.1,Increasing,Global
94833705,22723796,Spiza americana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Spiza,americana,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
94835325,22723816,Pheucticus melanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Pheucticus,melanocephalus,,,,"Swainson, 1827",Least Concern,,3.1,Increasing,Global
94835938,22723825,Cardinalis sinuatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Cardinalis,sinuatus,,,,"Bonaparte, 1838",Least Concern,,3.1,Decreasing,Global
94841556,22723948,Passerina amoena,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Passerina,amoena,,,,"(Say, 1823)",Least Concern,,3.1,Increasing,Global
94850492,22724131,Icterus cucullatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,cucullatus,,,,"Swainson, 1827",Least Concern,,3.1,Increasing,Global
94850686,103793298,Icterus spurius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,spurius,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94852992,22724169,Xanthocephalus xanthocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Xanthocephalus,xanthocephalus,,,,"(Bonaparte, 1826)",Least Concern,,3.1,Increasing,Global
94859792,22724311,Quiscalus major,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Quiscalus,major,,,,"Vieillot, 1819",Least Concern,,3.1,Increasing,Global
94861418,22724332,Euphagus cyanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Euphagus,cyanocephalus,,,,"(Wagler, 1829)",Least Concern,,3.1,Decreasing,Global
94863313,22724367,Dolichonyx oryzivorus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Dolichonyx,oryzivorus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
94882649,22724967,Aphelocoma wollweberi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Aphelocoma,wollweberi,,,,"Kaup, 1854",Least Concern,,3.1,Decreasing,Global
94888623,22725264,Patagioenas fasciata,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Patagioenas,fasciata,,,,"Say, 1823",Least Concern,,3.1,Decreasing,Global
94921271,22726404,Colaptes auratus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Colaptes,auratus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
94921523,22726414,Colaptes cafer,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Colaptes,cafer,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
94959659,22727740,Circus hudsonius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,hudsonius,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
95006716,22729123,Icterus bullockiorum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,bullockiorum,,,,"(Swainson, 1827)",Least Concern,,3.1,Stable,Global
